R1: -0.005251551897561772
R2: 0.0
R3: -0.0038219532881605183
R4: 0.01119856605627546
R5: 0.01119856605627546
R6: 0.01119856605627546
R7: -0.011198566056275458
R8: 0.011198566056275458
R9: 0.01119856605627546
R10: 0.011198566056275458
R11: 0.0
R12: 0.0020309869217089737
R13: 0.0020309869217089737
R14: 0.0020309869217089737
R15: 0.0020309869217089737
R16: 0.0020309869217089733
R17: 0.0
R18: 0.0020309869217089733
R19: 0.009088080503631024
R20: 0.005251551897561772
R21: 0.003836528606069253
R22: 0.0
R23: -0.0
R24: 0.0
R25: 0.04072272710713168
R26: 0.0
R27: 0.0
R28: 0.0
R29: 0.014455848089810923
R30: 0.014455848089810923
R31: 0.0
R32: 0.0
R33: 0.0
R34: 0.0
R35: 0.0
R36: 0.006716763891080388
R37: 0.0
R38: -0.0
R39: 0.0
R40: 0.0
R41: -0.00671676389108039
R42: -0.0
R43: 0.0
R44: 0.007739084198730534
R45: 0.007739084198730534
R46: 0.007739084198730534
R47: 0.0
R48: 0.016819120401220675
R49: 0.25529034553453067
R50: 0.25529034553453067
R51: 0.0
R52: 0.0
R53: -0.007739084198730534
R54: 0.0
R55: 0.0
R56: 0.0
R57: 0.0
R58: 0.0011383767031763737
R59: 0.0
R60: 0.0
R61: 0.0
R62: 0.0
R63: 0.0
R64: 0.0011383767031763737
R65: 0.00821098998348056
R66: 0.0
R67: 0.01541308579134244
R68: 0.01541308579134244
R69: 0.01817963701008884
R70: 0.0243809284557849
R71: 0.024380928455784896
R72: 0.006201291445696056
R73: 0.006201291445696056
R74: 0.006201291445696056
R75: 0.006201291445696055
R76: 0.005483664688614226
R77: 0.0053095800953248855
R78: 0.0
R79: 0.0
R80: 6.5992852358050646E-6
R81: 6.5992852358050646E-6
R82: 0.014507049440778375
R83: 8.818010444394698E-4
R84: 0.004835683146926125
R85: 0.0016782665039331846
R86: 0.0034134233978302055
R87: 8.249106544756331E-4
R88: 2.844519498191838E-4
R89: 6.940627575588085E-4
R91: 2.831776050839939E-4
R92: 2.831776050839939E-4
R93: 2.831776050839939E-4
R94: 2.831776050839939E-4
R95: 2.831776050839939E-4
R96: 2.831776050839939E-4
R97: 2.831776050839939E-4
R98: 2.3945165135778895E-4
R99: 7.842909160414536E-5
R100: 7.842909160414536E-5
R101: 0.0
R102: 6.801815024076324E-5
R103: 0.004803096331554841
R104: 0.004803096331554841
R105: -0.00480309633155484
R106: 0.0024015481657774203
R107: 6.00387041444355E-4
R108: 6.00387041444355E-4
R109: 5.937877562085499E-4
R110: 5.937877562085499E-4
R111: 0.0
R112: 0.0
R113: 0.0
R114: 2.9689387810427495E-4
R115: 5.739899005011346E-4
R116: 5.739899005011346E-4
R117: 0.0
R118: 0.0
R119: 5.739899005011346E-4
R120: 0.0
R121: 0.0
R122: 5.739899005011346E-4
R123: 0.0
R124: 0.0
R125: 5.739899005011346E-4
R126: 5.739899005011345E-4
R127: 0.0
R128: 5.739899005011346E-4
R129: 5.739899005011346E-4
R130: 0.003461706271792514
R131: 2.6397140943214705E-5
R132: 2.6397140943214705E-5
R133: 2.6397140943214705E-5
R134: 2.639714094321471E-5
R135: 2.6397140943214705E-5
R136: 0.0
R137: 0.0
R138: 2.6397140943214705E-5
R139: 2.639714094321471E-5
R140: 2.6397140943214705E-5
R141: 2.6397140943214705E-5
R142: 0.0
R143: 2.639714094321471E-5
R144: 0.0
R145: 0.020396962715086012
R146: 0.020403562000321816
R147: 0.13
R148: 1.2136690450877683
R149: 0.0
R150: 0.0
R151: 1.2136690450877685
R152: 0.0
R153: -6.5992852358050646E-6
R154: -0.24755884596258862
R155: -2.164425765134084
R156: 0.0475
R157: 0.023786296068796963
R158: 0.0
R159: -0.0
R160: 0.0
R161: -3.231374149945928E-4
R162: 0.0012971008911754783
R163: 9.045572004250045E-4
R164: 8.704229664467024E-4
R165: 3.413423397830206E-4
R166: 0.0012971008911754783
R167: 9.045572004250045E-4
R168: 8.704229664467024E-4
R169: 0.0
R170: 0.0
R171: 0.0
R172: 3.413423397830206E-4
R173: 3.413423397830206E-4
R174: 3.413423397830206E-4
R175: 8.704229664467024E-4
R176: 8.704229664467024E-4
R177: 0.001297100891175478
R178: 0.001809114400850009
R179: 0.001297100891175478
R180: 0.001809114400850009
R181: 9.045572004250045E-4
R182: 0.0013353312332311745
R183: 0.0
R184: 0.0013353312332311748
R185: 0.004972305418424277
R186: 0.004972305418424277
R187: 0.004972305418424278
R188: 0.004972305418424278
R189: 0.0041018824519775746
R190: 0.0
R191: -0.02463279643475294
R192: 0.0
R193: 0.0034551069865567086
R194: 6.885557678103091E-4
R195: 0.0
R196: 9.005578060105472E-4
R197: -2.2482023518152006
R198: 2.2482023518152006
R199: 0.0
R200: 0.021750485597687837
R201: 0.021750485597687837
R202: 0.0
R203: 0.0
R204: 0.0
R205: 0.0
R206: 2.445448521920596
R207: 0.0027665512187464002
R208: 0.0027665512187464
R209: 0.0
R210: 0.0
R211: -0.19130775208460496
R212: 1.9220418249282252E-4
R213: 6.5992852358050646E-6
R214: 6.5992852358050646E-6
R215: 0.0
R216: 0.0
R217: 0.0
R218: 2.283803160311862
R219: -2.283803160311862
R220: 2.283803160311862
R221: 0.0
R222: 0.0
R223: -0.009958947215119444
R224: 0.0
R225: 0.4940635349957727
R226: 0.0
R227: 0.0
R228: -0.4940635349957727
R229: 0.0
R230: -1.3009707495824374
R231: 0.0
R232: 0.0
R233: 0.0
R234: 0.0
R235: -0.18107108589731735
